"created_at","state","code","text"
"20","Illinois","IL","rt batmtz25 charliecrist independent voter voting blue 2022"
"20","North Carolina","NC","inperson early voting begins today  ends saturday nov 5  3 pm

ncga ncpol

httpstcowdz2zcteod"
"20","Washington","WA","rt curlykidstyles satelliteiomi sott  ’m voting  harry styles  artist   year amas"
"20","Pennsylvania","PA","cm squilla   granted leave requests   recorded  voting aye   bills  resolutions"
"20","Florida","FL","rt gop gopchairwoman along  tomemmer amp scottforflorida    road  make sure everyone  voting republican  election…"
"20","California","CA","응원합니다 🤗
’m voting  coldplay  favorite touring artist   amas"
"20","Vermont","VT","  haven’t voted yet now’s  great time   

   rad 2022 vermont voting guide   list… httpstco6jsw3dt6zs"
"20","New York","NY","rt longshipdriver occupydemocrats  plantation owners neither  georgia   country anymore  voting people 

   calle…"
"20","Michigan","MI","rt bardipholic never question cardi b impact   music industry 

im voting  cardi b  favorite female hiphop artist   …"
"20","Colorado","CO","rt nelsonsvgjames voting      every state httpstco1tb5g8vlbv"
"20","Florida","FL","lilnasx ’s crazy cus  guy  taco bell said “im voting  industry baby  collaboration   year … httpstcofca2zsyqvp"
"20","Florida","FL","rt annewheaton publicly threatening womens lives right   election  women  voting    interesting choice httpstc…"
"20","Rhode Island","RI","early voting  begun look   early polling location  hours  httpstcodyhmy8kf0e"
"20","California","CA","rt judnikki  dems focus  voting   can blame us  public later   entire party   real plans  believing t…"
"20","Oregon","OR","theswiftvoting theswiftsociety im voting  red taylors version  favorite pop album   amas"
"20","North Carolina","NC","rt ladiipazzion iamcardib ’m voting  cardi b  favorite female hiphop artist   amas   

httpstcozchtksfzrp"
"20","Florida","FL","rt jilliansaysnow sure  shouldn’t worry  social security  medicare 

’s   said  roe  voting rights 

🗳🗳🗳"
"20","California","CA","qcworldwide ’m voting  nicki minaj  favorite female hiphop artist  "
"20","Louisiana","LA","kamalaharris happily voting  everything  stand "
"20","California","CA","rt folktay13 increase  gap

1 taylor  3677k 227k
2 hs  3149k 395k

im voting  taylor swift  artist   year…"
"20","California","CA","newsmax   outcome   bizarre  anyone  votes  fetterman  voting  lawlessness"
"20","California","CA","theswiftvoting im voting  red taylors version  favorite pop album   amas  u"
"20","California","CA","rt brianosheaspi dr naomi wolf  cdc  voting  save   prison  voting  recommend  covid vaccine  rumble https…"
"20","Texas","TX","lilnasx im voting  cold heart  pnau remix  collaboration   year   amas"
"20","California","CA","rt grandpasnarky fbr 
grandpasnarky
fbrparty
voglhans
bluedetroit248
lauravotingblue
guayterry
julieirwin16
streckfussmatt
k…"
"20","Tennessee","TN","rt waters4tn  billlees tn folks r lining    food bank  going 2  courthouse  morning early voting begins tnsenatedem…"
"20","Illinois","IL","rt hobisdimples5 im voting  bts bts btstwt  favorite pop duo  group category   amas2022
httpstcok7dshash1a"
"20","California","CA","rt theswiftvoting 🚨 calling  swifties

hs  2157k 257k
taylor  2115k 222k

im voting  red taylors version  favor…"
"20","South Carolina","SC","rt playypenn  love armys cause  can dead ass tweet  just got robbed  theyd  like oh nooo hope youre safe im voting …"
"20","Massachusetts","MA","rt novelection2024 ron desantis  using  election security force  crack   voting irregularities found  florida…

… …"
"20","Illinois","IL","lattoworld ’m voting  latto  best new artist amas amas2022"
"20","California","CA","rt cookncolorado  just asked  friend    put dems yards signs    said hes voting  blue    worried  vigi…"
"20","Oregon","OR","rt jaysbookman  entire voting fraud industry   badfaith invention   right  serve  cover   voter suppression targ…"
"20","Texas","TX","rt mollyploofkins early voting    running  tennessee   state started"
